0.300, 0.350, 0.400, 0.450, 0.500, 0.550, 0.600, 0.650, 0.700, 0.750, 0.800, 0.850, 0.900, 0.950
0.675, 0.675, 0.674, 0.668, 0.663, 0.658, 0.644, 0.640, 0.624, 0.603, 0.574, 0.523, 0.469, 0.239
